kingdom	phylum	class
seq42297	Metazoa	Arthropoda	Hexanauplia
seq42306	Chromista	Myzozoa	Dinophyceae
seq42316	Chromista	Cercozoa	Thecofilosea
seq42317	Chromista	Ciliophora	Spirotrichea
seq4232	Chromista	Ciliophora	Oligohymenophorea
seq42324	Chromista	Myzozoa	Dinophyceae
seq42336	Protozoa	NA	Choanoflagellata
seq42341	Chromista	Myzozoa	Dinophyceae
seq42366	Chromista	Myzozoa	Dinophyceae
seq4237	Chromista	Myzozoa	Dinophyceae
seq42373	Fungi	Chytridiomycota	Chytridiomycetes
seq4238	Chromista	Ciliophora	Spirotrichea
seq42384	Chromista	Ciliophora	Litostomatea
seq42388	Chromista	Myzozoa	Dinophyceae
seq4239	Chromista	Ciliophora	Spirotrichea
seq42397	Chromista	NA	Bigyra
seq424	Chromista	Cryptophyta	Cryptophyceae
seq4240	Chromista	Ciliophora	Heterotrichea
seq42414	Chromista	Myzozoa	Dinophyceae
seq42415	Chromista	NA	Bigyra
seq42420	Chromista	Ciliophora	Oligohymenophorea
seq42422	Chromista	NA	Bigyra
seq42425	Protozoa	NA	Choanoflagellata
seq42429	Fungi	Basidiomycota	Agaricomycetes
seq4246	Fungi	Basidiomycota	Pucciniomycetes
seq42475	Chromista	Ciliophora	Spirotrichea
seq4248	Fungi	Ascomycota	Leotiomycetes
seq42494	Metazoa	Arthropoda	Insecta
seq425	Metazoa	Arthropoda	Arachnida
seq42501	Metazoa	Chordata	Leptocardii
seq42504	Chromista	Ciliophora	Litostomatea
seq4252	Chromista	Bacillariophyta	Fragilariophyceae
seq42527	Chromista	Ciliophora	Oligohymenophorea
seq42532	Chromista	Myzozoa	Dinophyceae
seq42538	Metazoa	Nematoda	Chromadorea
seq42545	Protozoa	Evosea	Variosea
seq42567	Chromista	Myzozoa	Dinophyceae
seq4257	Protozoa	NA	Choanoflagellata
seq42579	Chromista	Heliozoa	Centroplasthelida
seq42587	Chromista	Myzozoa	Dinophyceae
seq426	Plantae	Chlorophyta	Pyramimonadophyceae
seq4260	Fungi	Chytridiomycota	Chytridiomycetes
seq42607	Chromista	Bacillariophyta	Bacillariophyceae
seq42609	Chromista	Heliozoa	Centroplasthelida
seq4261	Chromista	Myzozoa	Dinophyceae
seq42614	Metazoa	Chordata	Appendicularia
seq42617	Chromista	Ciliophora	Prostomatea
seq42618	Metazoa	Rotifera	Eurotatoria
seq42626	Chromista	NA	Bigyra
seq42635	Chromista	Bacillariophyta	Coscinodiscophyceae
seq4266	Metazoa	Annelida	Polychaeta
seq42661	Chromista	Myzozoa	Dinophyceae
seq42674	Chromista	Bacillariophyta	Coscinodiscophyceae
seq42684	Chromista	Ciliophora	Litostomatea
seq42694	Chromista	Cryptophyta	Cryptophyceae
seq427	Chromista	Ochrophyta	Dictyochophyceae
seq42733	Chromista	Ciliophora	Heterotrichea
seq42760	Fungi	Ascomycota	Saccharomycetes
seq42766	Metazoa	Arthropoda	Arachnida
seq42774	Chromista	NA	Bigyra
seq42780	Chromista	Ciliophora	Oligohymenophorea
seq4279	Metazoa	Annelida	Clitellata
seq42791	Metazoa	Chordata	Leptocardii
seq42793	Fungi	Chytridiomycota	Chytridiomycetes
seq428	Chromista	Myzozoa	Dinophyceae
seq4280	Chromista	Bacillariophyta	Fragilariophyceae
seq4281	Chromista	Ciliophora	Litostomatea
seq42815	Metazoa	Cnidaria	Hydrozoa
seq4282	Chromista	Bacillariophyta	Coscinodiscophyceae
seq4283	Plantae	Rhodophyta	Florideophyceae
seq42832	Chromista	Myzozoa	Dinophyceae
seq42839	Metazoa	Chordata	Actinopteri
seq42856	Chromista	Myzozoa	Dinophyceae
seq429	Chromista	Myzozoa	Dinophyceae
seq4290	Fungi	Basidiomycota	Pucciniomycetes
seq42920	Chromista	Ciliophora	Oligohymenophorea
seq4293	Chromista	Ciliophora	Nassophorea
seq42954	Chromista	Ciliophora	Spirotrichea
seq42961	Chromista	Ciliophora	Litostomatea
seq42964	Fungi	Chytridiomycota	Monoblepharidomycetes
seq42967	Chromista	Bacillariophyta	Fragilariophyceae
seq42969	Chromista	Cercozoa	Imbricatea
seq42978	Plantae	Rhodophyta	Florideophyceae
seq43	Metazoa	Annelida	Polychaeta
seq4300	Chromista	Bacillariophyta	Bacillariophyceae
seq43012	Chromista	Ciliophora	Litostomatea
seq43026	Chromista	Cercozoa	Imbricatea
seq43036	Chromista	Ciliophora	Oligohymenophorea
seq43049	Chromista	Cercozoa	Thecofilosea
seq4305	Plantae	Chlorophyta	Ulvophyceae
seq43055	Chromista	Cryptophyta	Cryptophyceae
seq43057	Chromista	Ciliophora	Litostomatea
seq43062	Fungi	Ascomycota	Lichinomycetes
seq43063	Metazoa	Annelida	Clitellata
seq43073	Metazoa	Arthropoda	Arachnida
seq43075	Protozoa	NA	Choanoflagellata
seq4308	Protozoa	NA	Choanoflagellata
seq43086	Metazoa	Arthropoda	Malacostraca
seq43093	Chromista	Ciliophora	Litostomatea
seq431	Metazoa	Arthropoda	Hexanauplia
seq43119	Protozoa	NA	Choanoflagellata
seq4312	Metazoa	Platyhelminthes	Rhabditophora
seq43121	Chromista	Bacillariophyta	Coscinodiscophyceae
seq43126	Chromista	Ciliophora	Spirotrichea
seq43132	Chromista	NA	Bigyra
seq43133	Chromista	Myzozoa	Dinophyceae
seq43135	Chromista	Cercozoa	Imbricatea
seq4314	Metazoa	Platyhelminthes	Rhabditophora
seq43150	Metazoa	Nematoda	Chromadorea
seq43160	Protozoa	Choanozoa	Ichthyosporea
seq43171	Chromista	Myzozoa	Dinophyceae
seq43174	Chromista	Ciliophora	Litostomatea
seq43188	Chromista	Myzozoa	Dinophyceae
seq43189	Metazoa	Arthropoda	Hexanauplia
seq43194	Chromista	Myzozoa	Dinophyceae
seq43210	Chromista	Cercozoa	Imbricatea
seq43217	Chromista	NA	Bigyra
seq4322	Chromista	Ciliophora	Oligohymenophorea
seq43221	Metazoa	Arthropoda	Malacostraca
seq43230	Chromista	Bacillariophyta	Bacillariophyceae
seq4324	Chromista	Bacillariophyta	Coscinodiscophyceae
seq43245	Chromista	Myzozoa	Dinophyceae
seq4326	Fungi	Chytridiomycota	Chytridiomycetes
seq43260	Chromista	Cryptophyta	Cryptophyceae
seq43274	Protozoa	Discosea	Flabellinia
seq43286	Chromista	Ciliophora	Spirotrichea
seq43288	Chromista	Apicomplexa	Marosporida
seq43307	Metazoa	Arthropoda	Malacostraca
seq43326	Chromista	Heliozoa	Centroplasthelida
seq43327	Chromista	NA	Bigyra
seq43334	Metazoa	Porifera	Demospongiae
seq4335	Chromista	Myzozoa	Dinophyceae
seq43353	Protozoa	Discosea	Flabellinia
seq43362	Chromista	Bacillariophyta	Mediophyceae
seq4338	Chromista	Ciliophora	Oligohymenophorea
seq43384	Metazoa	Nematoda	Chromadorea
seq434	Metazoa	Arthropoda	Hexanauplia
seq43401	Metazoa	Nematoda	Chromadorea
seq43404	Metazoa	Nemertea	Palaeonemertea
seq43405	Chromista	Myzozoa	Dinophyceae
seq43421	Chromista	Endomyxa	Ascetosporea
seq4343	Plantae	Rhodophyta	Florideophyceae
seq4344	Metazoa	Nematoda	Chromadorea
seq43446	Chromista	Myzozoa	Dinophyceae
seq43454	Chromista	Myzozoa	Dinophyceae
seq43455	Chromista	Myzozoa	Dinophyceae
seq4346	Metazoa	Platyhelminthes	Rhabditophora
seq43465	Chromista	Ciliophora	Litostomatea
seq4347	Metazoa	Cnidaria	Staurozoa
seq43480	Chromista	Cryptophyta	Cryptophyceae
seq43484	Plantae	Rhodophyta	Florideophyceae
seq43489	Fungi	Basidiomycota	Agaricomycetes
seq43495	Fungi	Basidiomycota	Agaricomycetes
seq43507	Chromista	Myzozoa	Dinophyceae
seq4351	Metazoa	Nematoda	Chromadorea
seq43512	Chromista	Myzozoa	Dinophyceae
seq43561	Protozoa	Choanozoa	Ichthyosporea
seq4357	Chromista	Myzozoa	Dinophyceae
seq43583	Metazoa	Annelida	Clitellata
seq436	Chromista	Bacillariophyta	Coscinodiscophyceae
seq43603	Chromista	Cryptophyta	Cryptophyceae
seq43611	Protozoa	Choanozoa	Ichthyosporea
seq43629	Chromista	Myzozoa	Dinophyceae
seq43630	Metazoa	Chordata	Actinopteri
seq43631	Chromista	Ciliophora	Litostomatea
seq43664	Fungi	Chytridiomycota	Chytridiomycetes
seq43666	Chromista	Ciliophora	Litostomatea
seq43669	Chromista	Myzozoa	Dinophyceae
seq43690	Metazoa	Cnidaria	Staurozoa
seq43691	Chromista	Bacillariophyta	Coscinodiscophyceae
seq43693	Chromista	Myzozoa	Dinophyceae
seq43697	Chromista	Ciliophora	Oligohymenophorea
seq4370	Chromista	Myzozoa	Dinophyceae
seq43708	Chromista	Myzozoa	Dinophyceae
seq43717	Metazoa	Arthropoda	Hexanauplia
seq4372	Plantae	Chlorophyta	Pyramimonadophyceae
seq43729	Chromista	Cercozoa	Imbricatea
seq43733	Chromista	Myzozoa	Dinophyceae
seq43734	Chromista	Ochrophyta	Chrysophyceae
seq43745	Chromista	Ciliophora	Litostomatea
seq43747	Chromista	Myzozoa	Dinophyceae
seq4375	Chromista	Ciliophora	Oligohymenophorea
seq43751	Chromista	Myzozoa	Dinophyceae
seq43760	Chromista	Myzozoa	Dinophyceae
seq43762	Chromista	Bacillariophyta	Bacillariophyceae
seq4378	Chromista	Ciliophora	Spirotrichea
seq4379	Chromista	Ciliophora	Oligohymenophorea
seq43793	Chromista	Ciliophora	Spirotrichea
seq43799	Chromista	Myzozoa	Dinophyceae
seq43824	Chromista	Ciliophora	Oligohymenophorea
seq4385	Chromista	Ciliophora	Spirotrichea
seq43851	Chromista	Ciliophora	Prostomatea
seq43855	Fungi	Basidiomycota	Agaricomycetes
seq43856	Chromista	Ciliophora	Litostomatea
seq4386	Chromista	Cercozoa	Imbricatea
seq43861	Chromista	Ciliophora	Oligohymenophorea
seq43865	Chromista	Endomyxa	Ascetosporea
seq43867	Protozoa	Discosea	Flabellinia
seq4387	Metazoa	Arthropoda	Hexanauplia
seq439	Chromista	Myzozoa	Dinophyceae
seq43905	Chromista	Myzozoa	Dinophyceae
seq4391	Chromista	Myzozoa	Dinophyceae
seq43915	Fungi	Ascomycota	Eurotiomycetes
seq43936	Metazoa	Rotifera	Eurotatoria
seq43937	Fungi	Chytridiomycota	Chytridiomycetes
seq43941	Metazoa	Chordata	Actinopteri
seq43955	Chromista	Ciliophora	Litostomatea
seq43973	Chromista	Ciliophora	Spirotrichea
seq43981	Chromista	Cercozoa	Imbricatea
seq43982	Chromista	Myzozoa	Dinophyceae
seq43985	Chromista	Myzozoa	Dinophyceae
seq4399	Chromista	Cercozoa	Imbricatea
seq43995	Chromista	Myzozoa	Dinophyceae
seq44	Metazoa	Annelida	Polychaeta
seq4400	Chromista	Ciliophora	Oligohymenophorea
seq4402	Chromista	Myzozoa	Dinophyceae
seq44028	Chromista	PX clade	Xanthophyceae
seq44030	Chromista	NA	Bigyra
seq44038	Chromista	Ciliophora	Litostomatea
seq44039	Chromista	Ciliophora	Litostomatea
seq4406	Chromista	Ciliophora	Oligohymenophorea
seq44060	Chromista	Myzozoa	Dinophyceae
seq44065	Metazoa	Nematoda	Chromadorea
seq44066	Metazoa	Nematoda	Chromadorea
seq44069	Chromista	Myzozoa	Dinophyceae
seq4407	Metazoa	Nematoda	Chromadorea
seq44070	Chromista	Ciliophora	Karyorelictea
seq44071	Chromista	Myzozoa	Dinophyceae
seq44106	Chromista	Apicomplexa	Marosporida
seq44116	Chromista	Myzozoa	Dinophyceae
seq4414	Chromista	Ciliophora	Oligohymenophorea
seq4417	Metazoa	Nematoda	Chromadorea
seq44178	Metazoa	Nematoda	Chromadorea
seq44179	Chromista	Ciliophora	Odontostomatea
seq44182	Chromista	Ciliophora	Colpodea
seq44189	Chromista	Ciliophora	Litostomatea
seq44194	Chromista	Ciliophora	Litostomatea
seq44196	Chromista	Ciliophora	Spirotrichea
seq44200	Chromista	NA	Bigyra
seq44201	Chromista	Bacillariophyta	Bacillariophyceae
seq44208	Metazoa	Chordata	Actinopteri
seq44213	Chromista	Myzozoa	Dinophyceae
seq44216	Chromista	Myzozoa	Dinophyceae
seq4422	Metazoa	Platyhelminthes	Rhabditophora
seq44230	Chromista	Myzozoa	Dinophyceae
seq44231	Chromista	Ciliophora	Plagiopylea
seq44239	Metazoa	Nematoda	Enoplea
seq4424	Chromista	Bacillariophyta	Bacillariophyceae
seq44241	Metazoa	Mollusca	Bivalvia
seq44242	Chromista	NA	Bigyra
seq44246	Chromista	Ciliophora	Spirotrichea
seq4426	Protozoa	Sulcozoa	Breviatea
seq44264	Metazoa	Arthropoda	Hexanauplia
seq44276	Chromista	Ciliophora	Spirotrichea
seq4428	Metazoa	Platyhelminthes	Rhabditophora
seq44291	Chromista	Cercozoa	Imbricatea
seq44297	Chromista	Ciliophora	Oligohymenophorea
seq44298	Fungi	Basidiomycota	Agaricomycetes
seq44299	Chromista	Apicomplexa	Conoidasida
seq44305	Chromista	Cercozoa	Thecofilosea
seq44308	Chromista	Cryptophyta	Cryptophyceae
seq44310	Chromista	Myzozoa	Dinophyceae
seq44311	Chromista	Ciliophora	Spirotrichea
seq44312	Chromista	Ciliophora	Oligohymenophorea
seq4432	Metazoa	Cnidaria	Hydrozoa
seq4433	Chromista	Ciliophora	Nassophorea
seq44338	Protozoa	Sulcozoa	Breviatea
seq44342	Metazoa	Arthropoda	Insecta
seq4435	Chromista	Ciliophora	Oligohymenophorea
seq4436	Plantae	Rhodophyta	Florideophyceae
seq44362	Chromista	Ciliophora	Litostomatea
seq4437	Metazoa	Platyhelminthes	Rhabditophora
seq44386	Chromista	Myzozoa	Dinophyceae
seq44392	Chromista	Ciliophora	Spirotrichea
seq44408	Chromista	Ciliophora	Litostomatea
seq4441	Protozoa	NA	Choanoflagellata
seq44422	Chromista	Heliozoa	Centroplasthelida
seq44457	Chromista	Myzozoa	Dinophyceae
seq4446	Chromista	Cercozoa	Imbricatea
seq44461	Chromista	Ciliophora	Prostomatea
seq44471	Metazoa	Arthropoda	Malacostraca
seq44477	Metazoa	Arthropoda	Hexanauplia
seq4448	Protozoa	Choanozoa	Ichthyosporea
seq44484	Chromista	Ciliophora	Spirotrichea
seq44515	Fungi	Zoopagomycota	Entomophthoromycetes
seq44523	Chromista	Endomyxa	Phytomyxea
seq4454	Metazoa	Nematoda	Chromadorea
seq44549	Protozoa	Choanozoa	Ichthyosporea
seq4455	Metazoa	Platyhelminthes	Rhabditophora
seq44552	Metazoa	Nematoda	Chromadorea
seq44567	Chromista	PX clade	Xanthophyceae
seq44568	Chromista	Bacillariophyta	Bacillariophyceae
seq44576	Chromista	Ciliophora	Litostomatea
seq4458	Chromista	Cercozoa	Imbricatea
seq44591	Chromista	Ciliophora	Colpodea
seq446	Metazoa	Annelida	Clitellata
seq44625	Chromista	Heliozoa	Centroplasthelida
seq44629	Chromista	Endomyxa	Ascetosporea
seq44639	Chromista	Ochrophyta	Pelagophyceae
seq44644	Chromista	Ciliophora	Litostomatea
seq44661	Chromista	Endomyxa	Phytomyxea
seq44665	Chromista	Ciliophora	Oligohymenophorea
seq4467	Protozoa	Sulcozoa	Breviatea
seq4468	Chromista	Ciliophora	Spirotrichea
seq44681	Fungi	Basidiomycota	Ustilaginomycetes
seq44703	Chromista	Ochrophyta	Chrysophyceae
seq44713	Chromista	Myzozoa	Dinophyceae
seq44716	Chromista	Myzozoa	Dinophyceae
seq4472	Chromista	Myzozoa	Dinophyceae
seq4473	Chromista	Myzozoa	Dinophyceae
seq4474	Metazoa	Nematoda	Chromadorea
seq44763	Chromista	Apicomplexa	Conoidasida
seq44767	Chromista	Bacillariophyta	Coscinodiscophyceae
seq44769	Chromista	Heliozoa	Centroplasthelida
seq44774	Chromista	Heliozoa	Centroplasthelida
seq4478	Protozoa	Choanozoa	Ichthyosporea
seq44793	Chromista	Ciliophora	Litostomatea
seq44795	Chromista	Ciliophora	Litostomatea
seq44810	Chromista	Ciliophora	Oligohymenophorea
seq44812	Chromista	Bacillariophyta	Bacillariophyceae
seq44813	Chromista	Cercozoa	Imbricatea
seq44827	Chromista	Cercozoa	Chlorarachniophyceae
seq44833	Chromista	Endomyxa	Phytomyxea
seq44834	Metazoa	Platyhelminthes	Rhabditophora
seq44837	Chromista	Myzozoa	Dinophyceae
seq4484	Plantae	Rhodophyta	Florideophyceae
seq44844	Chromista	NA	Bigyra
seq44852	Chromista	Ochrophyta	Chrysophyceae
seq44856	Chromista	NA	Bigyra
seq44876	Chromista	Ciliophora	Spirotrichea
seq44883	Chromista	Myzozoa	Dinophyceae
seq44884	Chromista	Endomyxa	Ascetosporea
seq44888	Chromista	Myzozoa	Dinophyceae
seq44891	Chromista	NA	Bigyra
seq449	Plantae	Chlorophyta	Mamiellophyceae
seq44904	Chromista	Ciliophora	Litostomatea
seq44905	Metazoa	Nematoda	Chromadorea
seq44909	Metazoa	Platyhelminthes	Rhabditophora
seq4491	Chromista	NA	Bigyra
seq4492	Metazoa	Platyhelminthes	Rhabditophora
seq4493	Metazoa	Nematoda	Enoplea
seq44935	Fungi	Chytridiomycota	Chytridiomycetes
seq44936	Chromista	Ochrophyta	Chrysophyceae
seq4495	Chromista	Ciliophora	Spirotrichea
seq44958	Chromista	Bacillariophyta	Coscinodiscophyceae
seq4497	Chromista	Ciliophora	Spirotrichea
seq44980	Chromista	Myzozoa	Dinophyceae
seq44981	Chromista	Bacillariophyta	Mediophyceae
seq4499	Chromista	Myzozoa	Dinophyceae
seq44996	Chromista	Myzozoa	Dinophyceae
seq45011	Chromista	Myzozoa	Dinophyceae
seq45015	Fungi	Basidiomycota	Agaricomycetes
seq45024	Chromista	Ochrophyta	Chrysophyceae
seq45026	Chromista	NA	Bigyra
seq45028	Chromista	Myzozoa	Dinophyceae
seq4503	Metazoa	Annelida	Polychaeta
seq45072	Metazoa	Nematoda	Chromadorea
seq45086	Chromista	Ciliophora	Spirotrichea
seq45087	Metazoa	Nematoda	Chromadorea
seq45103	Chromista	NA	Bigyra
seq4511	Chromista	Ciliophora	Spirotrichea
seq45114	Chromista	NA	Bigyra
seq4512	Metazoa	Platyhelminthes	Rhabditophora
seq45128	Metazoa	Arthropoda	Arachnida
seq45143	Chromista	Ciliophora	Oligohymenophorea
seq4515	Metazoa	Platyhelminthes	Rhabditophora
seq45169	Chromista	Ciliophora	Prostomatea
seq4517	Metazoa	Cnidaria	Staurozoa
seq45178	Metazoa	Nematoda	Chromadorea
seq45180	Fungi	Ascomycota	Pezizomycetes
seq4519	Metazoa	Arthropoda	Hexanauplia
seq45194	Chromista	Myzozoa	Dinophyceae
seq45198	Chromista	Ciliophora	Spirotrichea
seq45199	Chromista	Myzozoa	Dinophyceae
seq4523	Metazoa	Platyhelminthes	Rhabditophora
seq45248	Chromista	Myzozoa	Dinophyceae
seq4525	Chromista	Ciliophora	Oligohymenophorea
seq45253	Chromista	Myzozoa	Dinophyceae
seq4526	Chromista	Ciliophora	Oligohymenophorea
seq4527	Plantae	Chlorophyta	Pyramimonadophyceae
seq45271	Chromista	Ciliophora	Prostomatea
seq45273	Chromista	Ciliophora	Oligohymenophorea
seq45277	Chromista	Myzozoa	Dinophyceae
seq4528	Chromista	Ciliophora	Spirotrichea
seq45290	Chromista	Ciliophora	Colpodea
seq45299	Chromista	Myzozoa	Dinophyceae
seq45308	Chromista	NA	Bigyra
seq45322	Chromista	Myzozoa	Dinophyceae
seq45338	Protozoa	Sulcozoa	Breviatea
seq45340	Chromista	Ciliophora	Oligohymenophorea
seq45343	Fungi	Ascomycota	Sordariomycetes
seq45344	Chromista	Ciliophora	Spirotrichea
seq4535	Fungi	Basidiomycota	Agaricomycetes
seq45364	Protozoa	Evosea	Variosea
seq4537	Chromista	Ochrophyta	Chrysophyceae
seq45383	Chromista	Apicomplexa	Marosporida
seq4539	Chromista	NA	Bigyra
seq45390	Metazoa	Nematoda	Chromadorea
seq454	Metazoa	Annelida	Polychaeta
seq45401	Chromista	Myzozoa	Dinophyceae
seq45406	Chromista	PX clade	Phaeophyceae
seq4541	Chromista	Bacillariophyta	Coscinodiscophyceae
seq4542	Chromista	Ciliophora	Prostomatea
seq45425	Chromista	NA	Bigyra
seq45429	Metazoa	Platyhelminthes	Rhabditophora
seq45430	Chromista	Cercozoa	Imbricatea
seq45438	Chromista	Myzozoa	Dinophyceae
seq4544	Chromista	Ciliophora	Spirotrichea
seq45441	Chromista	Endomyxa	Phytomyxea
seq45443	Protozoa	Choanozoa	Ichthyosporea
seq45444	Chromista	NA	Bigyra
seq4545	Metazoa	Platyhelminthes	Rhabditophora
seq45452	Chromista	Ciliophora	Odontostomatea
seq45460	Metazoa	Arthropoda	Malacostraca
seq45470	Chromista	NA	Bigyra
seq45495	Chromista	Myzozoa	Dinophyceae
seq45500	Metazoa	Nematoda	Chromadorea
seq45502	Chromista	Myzozoa	Dinophyceae
seq45514	Plantae	Chlorophyta	Pyramimonadophyceae
seq45522	Metazoa	Platyhelminthes	Rhabditophora
seq45524	Chromista	Myzozoa	Dinophyceae
seq45528	Chromista	Ochrophyta	Eustigmatophyceae
seq45530	Metazoa	Platyhelminthes	Rhabditophora
seq45535	Metazoa	Nematoda	Chromadorea
seq45537	Chromista	Cercozoa	Chlorarachniophyceae
seq4554	Chromista	Myzozoa	Dinophyceae
seq45547	Metazoa	Nematoda	Chromadorea
seq45555	Protozoa	Choanozoa	Ichthyosporea
seq4557	Chromista	Cercozoa	Imbricatea
seq45576	Chromista	Ciliophora	Spirotrichea
seq45586	Chromista	Ciliophora	Spirotrichea
seq4560	Metazoa	Chordata	Actinopteri
seq45607	Metazoa	Nematoda	Enoplea
seq45622	Chromista	Ciliophora	Oligohymenophorea
seq45631	Chromista	Myzozoa	Dinophyceae
seq45639	Chromista	NA	Bigyra
seq45648	Chromista	NA	Bigyra
seq4565	Chromista	Ciliophora	Heterotrichea
seq4567	Metazoa	Nematoda	Enoplea
seq45688	Metazoa	Arthropoda	Hexanauplia
seq45692	Metazoa	Nematoda	Chromadorea
seq45693	Fungi	Chytridiomycota	Chytridiomycetes
seq457	Chromista	Bacillariophyta	Bacillariophyceae
seq4573	Metazoa	Nematoda	Chromadorea
seq45732	Chromista	Apicomplexa	Conoidasida
seq45736	Chromista	Ciliophora	Colpodea
seq4574	Chromista	Ciliophora	Spirotrichea
seq4575	Protozoa	NA	Choanoflagellata
seq45750	Metazoa	Annelida	Polychaeta
seq45752	Chromista	Ochrophyta	Dictyochophyceae
seq45753	Chromista	Myzozoa	Dinophyceae
seq4576	Chromista	Bacillariophyta	Fragilariophyceae
seq45761	Chromista	Bacillariophyta	Coscinodiscophyceae
seq45771	Metazoa	Arthropoda	Insecta
seq45790	Chromista	Ciliophora	Plagiopylea
seq45800	Chromista	Ciliophora	Oligohymenophorea
seq45837	Chromista	Myzozoa	Dinophyceae
seq45856	Fungi	Basidiomycota	Ustilaginomycetes
seq4586	Chromista	Cryptophyta	Cryptophyceae
seq45864	Plantae	Chlorophyta	Ulvophyceae
seq4587	Metazoa	Nematoda	Chromadorea
seq45875	Chromista	NA	Bigyra
seq45877	Chromista	Myzozoa	Dinophyceae
seq4588	Metazoa	Cnidaria	Hydrozoa
seq45888	Chromista	NA	Bigyra
seq45889	Chromista	Ciliophora	Spirotrichea
seq4589	Protozoa	NA	Choanoflagellata
seq45893	Metazoa	Nematoda	Enoplea
seq4590	Plantae	Streptophyta	Magnoliopsida
seq45905	Chromista	Myzozoa	Dinophyceae
seq45916	Chromista	Myzozoa	Dinophyceae
seq45918	Chromista	NA	Bigyra
seq45928	Chromista	Apicomplexa	Conoidasida
seq45953	Plantae	Streptophyta	Zygnemophyceae
seq45967	Fungi	Chytridiomycota	Monoblepharidomycetes
seq4598	Chromista	Bacillariophyta	Fragilariophyceae
seq4599	Chromista	Ciliophora	Litostomatea
seq46	Chromista	Bacillariophyta	Bacillariophyceae
seq46006	Chromista	Myzozoa	Dinophyceae
seq4601	Fungi	Basidiomycota	Exobasidiomycetes
seq46014	Metazoa	Nematoda	Chromadorea
seq46015	Chromista	Bacillariophyta	Fragilariophyceae
seq46016	Chromista	Ciliophora	Spirotrichea
seq4602	Chromista	Ciliophora	Oligohymenophorea
seq46036	Chromista	Ciliophora	Oligohymenophorea
seq46037	Chromista	Myzozoa	Dinophyceae
seq4604	Chromista	Ciliophora	Spirotrichea
seq46040	Chromista	Myzozoa	Dinophyceae
seq46048	Chromista	Bacillariophyta	Coscinodiscophyceae
seq4605	Chromista	Myzozoa	Dinophyceae
seq46055	Chromista	Bacillariophyta	Coscinodiscophyceae
seq4606	Metazoa	Nematoda	Enoplea
seq4607	Chromista	Ciliophora	Prostomatea
seq46074	Metazoa	Mollusca	Bivalvia
seq46098	Metazoa	Nematoda	Chromadorea
seq46099	Chromista	Bacillariophyta	Bacillariophyceae
seq46103	Plantae	Chlorophyta	Pyramimonadophyceae
seq46112	Chromista	Myzozoa	Dinophyceae
seq46113	Chromista	Ochrophyta	Chrysophyceae
seq4612	Plantae	Rhodophyta	Florideophyceae
seq46122	Fungi	Chytridiomycota	Chytridiomycetes
seq46129	Chromista	Ciliophora	Litostomatea
seq4613	Metazoa	Rotifera	Eurotatoria
seq46132	Chromista	Myzozoa	Dinophyceae
seq46137	Chromista	Endomyxa	Ascetosporea
seq4614	Chromista	Myzozoa	Dinophyceae
seq46144	Chromista	Ciliophora	Oligohymenophorea
seq4615	Chromista	Cercozoa	Imbricatea
seq4616	Chromista	Cryptophyta	Cryptophyceae
seq46163	Metazoa	Arthropoda	Insecta
seq4617	Metazoa	Nematoda	Enoplea
seq4618	Metazoa	Arthropoda	Hexanauplia
seq46182	Chromista	Myzozoa	Dinophyceae
seq46204	Chromista	Ciliophora	Oligohymenophorea
seq46205	Chromista	Ciliophora	Litostomatea
seq46207	Fungi	Chytridiomycota	Chytridiomycetes
seq46231	Chromista	Ciliophora	Oligohymenophorea
seq46234	Chromista	Ciliophora	Oligohymenophorea
seq4624	Chromista	Myzozoa	Dinophyceae
seq46247	Fungi	Ascomycota	Lichinomycetes
seq4625	Chromista	Cryptophyta	Cryptophyceae
seq46258	Chromista	Myzozoa	Dinophyceae
seq46259	Metazoa	Nematoda	Enoplea
seq46269	Chromista	Cryptophyta	Cryptophyceae
seq4627	Metazoa	Nematoda	Chromadorea
seq46273	Chromista	Myzozoa	Dinophyceae
seq46288	Chromista	NA	Bigyra
seq46291	Protozoa	NA	Choanoflagellata
seq4630	Metazoa	Chordata	Actinopteri
seq4634	Metazoa	Platyhelminthes	Trematoda
seq46341	Fungi	Ascomycota	Arthoniomycetes
seq46347	Metazoa	Arthropoda	Insecta
seq4636	Chromista	Cercozoa	Imbricatea
