phylum	class
seq806	NA	Bigyra
seq8064	NA	Bigyra
seq80649	NA	Centroplasthelida
seq8065	Cercozoa	Thecofilosea
seq80651	NA	Dinophyceae
seq80652	Ciliophora	Oligohymenophorea
seq80708	Ciliophora	Litostomatea
seq80750	NA	Dinophyceae
seq80762	NA	Dinophyceae
seq8077	Ciliophora	Oligohymenophorea
seq8078	Ciliophora	Spirotrichea
seq8081	Platyhelminthes	Rhabditophora
seq8088	Arthropoda	Hexanauplia
seq8089	NA	Dinophyceae
seq809	Platyhelminthes	Rhabditophora
seq8093	NA	Chrysophyceae
seq80968	Evosea	Variosea
seq80979	Ciliophora	Litostomatea
seq81	NA	Cryptophyceae
seq810	Ciliophora	Spirotrichea
seq8100	Bacillariophyta	Bacillariophyceae
seq8109	Ciliophora	Oligohymenophorea
seq811	Ciliophora	Oligohymenophorea
seq81109	NA	Centroplasthelida
seq81127	Bacillariophyta	Fragilariophyceae
seq812	NA	Dinophyceae
seq8126	NA	Bigyra
seq81264	NA	Bigyra
seq81292	NA	Phaeophyceae
seq8130	Mollusca	Bivalvia
seq81301	NA	Dinophyceae
seq81306	Ciliophora	Litostomatea
seq81309	Nematoda	Chromadorea
seq8133	NA	Centroplasthelida
seq81337	Ciliophora	Spirotrichea
seq81339	Cercozoa	Imbricatea
seq81378	Basidiomycota	Agaricomycetes
seq81399	Endomyxa	Ascetosporea
seq814	Platyhelminthes	Rhabditophora
seq8142	NA	Cryptophyceae
seq81462	Ciliophora	Oligohymenophorea
seq8147	Ciliophora	Oligohymenophorea
seq81488	NA	Dinophyceae
seq81489	Discosea	Flabellinia
seq81536	Ciliophora	Karyorelictea
seq81555	Ciliophora	Litostomatea
seq8156	Nematoda	Chromadorea
seq81582	Bacillariophyta	Bacillariophyceae
seq8161	Rhodophyta	Florideophyceae
seq81654	Bacillariophyta	Fragilariophyceae
seq81691	Nematoda	Chromadorea
seq817	Platyhelminthes	Rhabditophora
seq81701	Nematoda	Chromadorea
seq8174	Nematoda	Chromadorea
seq8176	NA	Dinophyceae
seq81777	Cercozoa	Thecofilosea
seq8178	NA	Dinophyceae
seq818	Ciliophora	Oligohymenophorea
seq81801	NA	Dinophyceae
seq8183	NA	Bigyra
seq81852	NA	Dinophyceae
seq8186	Ciliophora	Oligohymenophorea
seq8187	Arthropoda	Hexanauplia
seq819	Bacillariophyta	Fragilariophyceae
seq8190	NA	Bigyra
seq8192	Ciliophora	Oligohymenophorea
seq81958	Nematoda	Chromadorea
seq82	Cnidaria	Scyphozoa
seq8202	Ciliophora	Litostomatea
seq82050	Endomyxa	Phytomyxea
seq8206	Bacillariophyta	Bacillariophyceae
seq82062	Arthropoda	Hexanauplia
seq8207	Rhodophyta	Florideophyceae
seq82098	Ciliophora	Oligohymenophorea
seq821	Streptophyta	Magnoliopsida
seq82100	Ascomycota	Saccharomycetes
seq82139	Arthropoda	Malacostraca
seq82143	Chytridiomycota	Chytridiomycetes
seq8215	Platyhelminthes	Rhabditophora
seq82169	NA	Bigyra
seq8217	Cercozoa	Imbricatea
seq82185	Ciliophora	Spirotrichea
seq8219	Ciliophora	Oligohymenophorea
seq82236	NA	Dinophyceae
seq82262	NA	Dinophyceae
seq8227	Nematoda	Chromadorea
seq82281	Nemertea	Palaeonemertea
seq8233	Bacillariophyta	Fragilariophyceae
seq82346	NA	Dinophyceae
seq8235	Nematoda	Chromadorea
seq82369	Nematoda	Chromadorea
seq82397	Platyhelminthes	Rhabditophora
seq824	Nematoda	Chromadorea
seq8242	NA	Cryptophyceae
seq82476	Nematoda	Enoplea
seq82477	Nematoda	Enoplea
seq8248	NA	Choanoflagellata
seq82483	Ciliophora	Litostomatea
seq8250	Bacillariophyta	Fragilariophyceae
seq82505	NA	Dinophyceae
seq82507	Ciliophora	Litostomatea
seq82530	Arthropoda	Hexanauplia
seq82531	NA	Bigyra
seq8257	Ciliophora	Oligohymenophorea
seq826	Nematoda	Enoplea
seq8260	Chlorophyta	Mamiellophyceae
seq82602	NA	Dinophyceae
seq8269	Ciliophora	Prostomatea
seq827	Streptophyta	Magnoliopsida
seq8274	NA	Phaeophyceae
seq82751	Chlorophyta	Pyramimonadophyceae
seq82752	Ciliophora	Oligohymenophorea
seq8278	Ciliophora	Spirotrichea
seq828	Nematoda	Enoplea
seq8280	Cercozoa	Imbricatea
seq82818	NA	Breviatea
seq8283	Ciliophora	Prostomatea
seq82840	Ciliophora	Armophorea
seq8289	Ciliophora	Litostomatea
seq829	Bacillariophyta	Fragilariophyceae
seq8291	Nematoda	Chromadorea
seq82974	Chytridiomycota	Chytridiomycetes
seq83	Arthropoda	Ostracoda
seq83003	Annelida	Polychaeta
seq83008	Ciliophora	Oligohymenophorea
seq8301	Ascomycota	Leotiomycetes
seq83034	Arthropoda	Malacostraca
seq8308	Ciliophora	Litostomatea
seq8309	Ciliophora	Spirotrichea
seq83099	Platyhelminthes	Rhabditophora
seq8310	NA	Cryptophyceae
seq8311	Ciliophora	Oligohymenophorea
seq83119	NA	Ichthyosporea
seq8312	Ascomycota	Leotiomycetes
seq8314	Chlorophyta	Ulvophyceae
seq8316	Ciliophora	Spirotrichea
seq8323	Ciliophora	Oligohymenophorea
seq83230	Platyhelminthes	Rhabditophora
seq83238	NA	Dinophyceae
seq8325	NA	Dinophyceae
seq83250	NA	Dinophyceae
seq8330	Platyhelminthes	Rhabditophora
seq83305	NA	Dinophyceae
seq83343	Ciliophora	Oligohymenophorea
seq8337	NA	Dictyochophyceae
seq8338	Platyhelminthes	Rhabditophora
seq834	Platyhelminthes	Trematoda
seq83441	NA	Xanthophyceae
seq83459	NA	Bigyra
seq835	Ciliophora	Spirotrichea
seq8350	Ciliophora	Spirotrichea
seq8351	NA	Centroplasthelida
seq83521	Basidiomycota	Agaricostilbomycetes
seq83552	Ciliophora	Karyorelictea
seq8359	Bacillariophyta	Bacillariophyceae
seq83614	Ciliophora	Nassophorea
seq8366	Rhodophyta	Bangiophyceae
seq8367	Nemertea	Enopla
seq837	NA	Bigyra
seq83715	Chytridiomycota	Chytridiomycetes
seq83736	Streptophyta	Charophyceae
seq83749	Ciliophora	Armophorea
seq8376	Endomyxa	Phytomyxea
seq83760	Bacillariophyta	Bacillariophyceae
seq8377	Cercozoa	Imbricatea
seq83797	Apicomplexa	Marosporida
seq83845	Bacillariophyta	Bacillariophyceae
seq83868	NA	Choanoflagellata
seq8389	Ciliophora	Spirotrichea
seq83893	Apicomplexa	Conoidasida
seq83895	Porifera	Calcarea
seq8395	Porifera	Demospongiae
seq8398	Nematoda	Enoplea
seq84	Bacillariophyta	Coscinodiscophyceae
seq84009	NA	Dinophyceae
seq84040	Ciliophora	Spirotrichea
seq8408	Streptophyta	Magnoliopsida
seq841	Annelida	Polychaeta
seq8410	Nematoda	Chromadorea
seq8411	NA	Dinophyceae
seq84123	Ciliophora	Litostomatea
seq84129	NA	Dinophyceae
seq8416	Chlorophyta	Mamiellophyceae
seq8417	NA	Centroplasthelida
seq8419	Bacillariophyta	Bacillariophyceae
seq8420	Ciliophora	Spirotrichea
seq8424	Bacillariophyta	Bacillariophyceae
seq84249	Tubulinea	Elardia
seq8427	NA	Pelagophyceae
seq8430	Arthropoda	Hexanauplia
seq84307	Nematoda	Chromadorea
seq8434	Cercozoa	Thecofilosea
seq84351	Ciliophora	Karyorelictea
seq84370	Ciliophora	Oligohymenophorea
seq84375	Bacillariophyta	Fragilariophyceae
seq84414	NA	Ichthyosporea
seq84441	Cercozoa	Imbricatea
seq84443	NA	Pinguiophyceae
seq84445	Ciliophora	Litostomatea
seq84478	NA	Dinophyceae
seq845	Nematoda	Enoplea
seq84507	Chlorophyta	Chlorophyceae
seq84514	Rhodophyta	Bangiophyceae
seq8452	NA	Dinophyceae
seq84530	Ciliophora	Spirotrichea
seq8460	NA	Bigyra
seq8463	Ciliophora	Oligohymenophorea
seq8466	Cercozoa	Imbricatea
seq8467	Endomyxa	Phytomyxea
seq8473	Ciliophora	Spirotrichea
seq84736	Porifera	Calcarea
seq8474	Cercozoa	Thecofilosea
seq8476	Bacillariophyta	Bacillariophyceae
seq8477	Cercozoa	Imbricatea
seq84790	Arthropoda	Hexanauplia
seq848	NA	Bigyra
seq84800	NA	Bigyra
seq84823	NA	Bigyra
seq8484	Ciliophora	Spirotrichea
seq84860	Ciliophora	Oligohymenophorea
seq8488	NA	Bigyra
seq8490	Bacillariophyta	Bacillariophyceae
seq84926	Evosea	Variosea
seq8495	NA	Centroplasthelida
seq84954	Nemertea	Palaeonemertea
seq8497	Bacillariophyta	Bacillariophyceae
seq85	NA	Dinophyceae
seq8500	NA	Choanoflagellata
seq85096	Platyhelminthes	Rhabditophora
seq8511	NA	Bigyra
seq85188	Cercozoa	Imbricatea
seq85195	Ciliophora	Prostomatea
seq8520	Chordata	Thaliacea
seq85256	Arthropoda	Hexanauplia
seq8526	NA	Chrysophyceae
seq85260	NA	Dinophyceae
seq853	Bryozoa	Gymnolaemata
seq85386	Basidiomycota	Tritirachiomycetes
seq85388	Ciliophora	Spirotrichea
seq8543	NA	Dinophyceae
seq85451	NA	Dinophyceae
seq855	Nematoda	Enoplea
seq85560	Evosea	Variosea
seq85594	Ciliophora	Litostomatea
seq8560	NA	Dinophyceae
seq85622	NA	Dinophyceae
seq8565	Annelida	Polychaeta
seq85659	NA	Cryptophyceae
seq8566	Ciliophora	Litostomatea
seq85673	NA	Dinophyceae
seq8568	Ciliophora	Spirotrichea
seq857	Nematoda	Chromadorea
seq8570	Nematoda	Chromadorea
seq85716	NA	Cryptophyceae
seq85753	Ciliophora	Oligohymenophorea
seq8580	Cercozoa	Imbricatea
seq8589	Cnidaria	Hydrozoa
seq8593	NA	Bigyra
seq85947	Bacillariophyta	Bacillariophyceae
seq8597	Bacillariophyta	Bacillariophyceae
seq85978	Bacillariophyta	Bacillariophyceae
seq86	Cnidaria	Scyphozoa
seq8601	Platyhelminthes	Rhabditophora
seq86010	NA	Dinophyceae
seq8602	Nemertea	Enopla
seq8603	Bacillariophyta	Bacillariophyceae
seq8604	NA	Cryptophyceae
seq8605	NA	Dinophyceae
seq8606	NA	Dinophyceae
seq86071	NA	Dinophyceae
seq86105	NA	Dinophyceae
seq86118	NA	Dinophyceae
seq8616	Endomyxa	Phytomyxea
seq8617	Nematoda	Chromadorea
seq8618	Arthropoda	Malacostraca
seq862	Arthropoda	Malacostraca
seq8620	Cercozoa	Imbricatea
seq8621	Ciliophora	Spirotrichea
seq8622	Ciliophora	Colpodea
seq86263	NA	Dinophyceae
seq86284	NA	Dinophyceae
seq8630	NA	Bigyra
seq8632	NA	Pelagophyceae
seq86375	Bacillariophyta	Bacillariophyceae
seq8638	NA	Chrysophyceae
seq86394	Ciliophora	Litostomatea
seq8642	NA	Dinophyceae
seq86420	Bacillariophyta	Bacillariophyceae
seq8647	NA	Dictyochophyceae
seq86481	NA	Dinophyceae
seq86487	Bacillariophyta	Mediophyceae
seq86490	NA	Dinophyceae
seq865	Annelida	Polychaeta
seq8657	NA	Dinophyceae
seq8659	Ciliophora	Oligohymenophorea
seq866	Bryozoa	Gymnolaemata
seq86606	Ciliophora	Litostomatea
seq8661	Mollusca	Gastropoda
seq8664	Ciliophora	Spirotrichea
seq8667	NA	Dinophyceae
seq86694	Ciliophora	Armophorea
seq867	Ciliophora	Spirotrichea
seq8670	Cercozoa	Imbricatea
seq86709	NA	Breviatea
seq86721	NA	Dinophyceae
seq8673	NA	Bigyra
seq86802	NA	Bigyra
seq8681	Bacillariophyta	Bacillariophyceae
seq8682	Ciliophora	Colpodea
seq86840	Bacillariophyta	Bacillariophyceae
seq86846	NA	Bigyra
seq8685	Streptophyta	Magnoliopsida
seq86852	NA	Bigyra
seq8687	Bacillariophyta	Bacillariophyceae
seq86897	Chytridiomycota	Chytridiomycetes
seq869	Ciliophora	Spirotrichea
seq8690	Chlorophyta	Ulvophyceae
seq86911	Nemertea	Enopla
seq86955	Chlorophyta	Chlorophyceae
seq8698	Nematoda	Enoplea
seq87	Annelida	Polychaeta
seq870	Platyhelminthes	Trematoda
seq8702	Rhodophyta	Bangiophyceae
seq87042	Annelida	Polychaeta
seq8707	Cercozoa	Imbricatea
seq872	Arthropoda	Hexanauplia
seq87263	Ciliophora	Armophorea
seq87315	Nematoda	Chromadorea
seq8734	Platyhelminthes	Rhabditophora
seq8736	Cercozoa	Imbricatea
seq874	Ciliophora	Spirotrichea
seq8740	Cercozoa	Imbricatea
seq87422	Ciliophora	Oligohymenophorea
seq87425	Cercozoa	Thecofilosea
seq87427	Ciliophora	Spirotrichea
seq87467	Bacillariophyta	Fragilariophyceae
seq87487	NA	Bigyra
seq8749	Chlorophyta	Chlorodendrophyceae
seq875	Ciliophora	Spirotrichea
seq87507	NA	Dinophyceae
seq8753	Basidiomycota	Agaricomycetes
seq8756	Ciliophora	Spirotrichea
seq8760	Cercozoa	Thecofilosea
seq8765	Mollusca	Bivalvia
seq877	Ciliophora	Oligohymenophorea
seq87701	Ciliophora	Spirotrichea
seq87727	NA	Cryptophyceae
seq87728	Cercozoa	Thecofilosea
seq87742	Streptophyta	Charophyceae
seq87745	Platyhelminthes	Rhabditophora
seq8776	Annelida	Polychaeta
seq878	Ciliophora	Oligohymenophorea
seq87804	NA	Xanthophyceae
seq8782	Cercozoa	Thecofilosea
seq8784	Platyhelminthes	Rhabditophora
seq8787	Ciliophora	Oligohymenophorea
seq879	Platyhelminthes	Rhabditophora
seq8796	Arthropoda	Hexanauplia
seq88	Bacillariophyta	Fragilariophyceae
seq88023	NA	Bigyra
seq88025	Bacillariophyta	Fragilariophyceae
seq88069	Evosea	Variosea
seq8809	Arthropoda	Hexanauplia
seq88111	NA	Bigyra
seq88118	NA	Chrysophyceae
seq8813	Annelida	Polychaeta
seq8820	Annelida	Polychaeta
seq8821	Platyhelminthes	Rhabditophora
seq88353	Chlorophyta	Trebouxiophyceae
seq88357	Ciliophora	Oligohymenophorea
seq88371	Chytridiomycota	Chytridiomycetes
seq884	Platyhelminthes	Rhabditophora
seq8844	NA	Cryptophyceae
seq8848	Ciliophora	Spirotrichea
seq88484	Bacillariophyta	Fragilariophyceae
seq88572	Arthropoda	Malacostraca
seq886	Cnidaria	Anthozoa
seq8861	Arthropoda	Hexanauplia
seq8866	Ciliophora	Oligohymenophorea
seq887	Arthropoda	Malacostraca
seq8874	Endomyxa	Ascetosporea
seq88747	NA	Dinophyceae
seq88786	Chytridiomycota	Chytridiomycetes
seq888	NA	Dinophyceae
seq88815	NA	Bigyra
seq8886	NA	Bigyra
seq8890	Annelida	Polychaeta
seq8894	Ciliophora	Litostomatea
seq88962	NA	Dinophyceae
seq88964	Mollusca	Bivalvia
seq8899	Ciliophora	Nassophorea
seq89	NA	Dinophyceae
seq8900	Cercozoa	Imbricatea
seq89021	Bacillariophyta	Bacillariophyceae
seq89034	NA	Dinophyceae
seq8907	Ciliophora	Spirotrichea
seq8910	Cercozoa	Thecofilosea
seq89122	Ascomycota	Sordariomycetes
seq89132	Ciliophora	Odontostomatea
seq8914	NA	Dinophyceae
seq89198	NA	Dinophyceae
seq892	NA	Dinophyceae
seq8922	Ciliophora	Litostomatea
seq8925	Ciliophora	Litostomatea
seq8927	Apicomplexa	Conoidasida
seq8930	Ciliophora	Nassophorea
seq8932	Basidiomycota	Agaricomycetes
seq8942	Platyhelminthes	Trematoda
seq8944	Cnidaria	Hydrozoa
seq89444	Mollusca	Gastropoda
seq8946	Cercozoa	Imbricatea
seq89499	Ciliophora	Colpodea
seq8950	NA	Dinophyceae
seq89506	Nematoda	Chromadorea
seq89521	NA	Dinophyceae
seq89533	Mollusca	Bivalvia
seq89562	Ciliophora	Litostomatea
seq896	NA	Bigyra
seq8960	NA	Dinophyceae
seq89660	Bacillariophyta	Bacillariophyceae
seq897	NA	Dinophyceae
seq89707	Ciliophora	Karyorelictea
seq8972	Mollusca	Bivalvia
seq89755	Chordata	Actinopteri
seq89760	Platyhelminthes	Rhabditophora
seq89775	NA	Dinophyceae
seq8978	Arthropoda	Hexanauplia
seq89797	Chlorophyta	Chlorophyceae
seq898	Arthropoda	Hexanauplia
seq8980	Arthropoda	Hexanauplia
seq89800	NA	Dinophyceae
seq89807	NA	Centroplasthelida
seq8982	Ciliophora	Oligohymenophorea
seq8983	Ciliophora	Litostomatea
seq89868	Ciliophora	Karyorelictea
seq8988	NA	Dinophyceae
seq8989	Platyhelminthes	Rhabditophora
seq89932	Ciliophora	Spirotrichea
seq89952	Chytridiomycota	Chytridiomycetes
seq8996	Mollusca	Bivalvia
seq8997	NA	Dinophyceae
seq8999	Cercozoa	Thecofilosea
seq9	Nematoda	Enoplea
seq90	Arthropoda	Ostracoda
seq900	Nematoda	Chromadorea
seq90074	Nematoda	Enoplea
seq9008	NA	Dinophyceae
seq901	Arthropoda	Thecostraca
seq9012	NA	Dinophyceae
seq9013	NA	Bigyra
seq90142	NA	Dinophyceae
seq9016	NA	Dinophyceae
seq90167	Ciliophora	Litostomatea
seq90179	NA	Pinguiophyceae
seq9019	Ciliophora	Spirotrichea
seq902	Cnidaria	Anthozoa
seq90211	Cercozoa	Imbricatea
seq9023	NA	Dinophyceae
seq9026	Platyhelminthes	Rhabditophora
seq9034	Ciliophora	Spirotrichea
seq90342	NA	Dinophyceae
seq90345	Tubulinea	Elardia
seq9036	Arthropoda	Malacostraca
seq90398	Endomyxa	Ascetosporea
seq90402	NA	Chrysophyceae
seq90408	Cnidaria	Anthozoa
seq90426	NA	Dinophyceae
seq90452	Ascomycota	Sordariomycetes
seq90485	Ciliophora	Spirotrichea
seq90504	Chytridiomycota	Chytridiomycetes
seq90519	Annelida	Polychaeta
seq9053	Ciliophora	Oligohymenophorea
seq90564	Ciliophora	Oligohymenophorea
seq90576	Arthropoda	Hexanauplia
seq9065	Platyhelminthes	Rhabditophora
seq9066	Bacillariophyta	Bacillariophyceae
seq90684	Chytridiomycota	Chytridiomycetes
seq9069	Ciliophora	Karyorelictea
seq9070	Mollusca	Bivalvia
seq90744	Mollusca	Bivalvia
seq90769	Nematoda	Enoplea
seq908	NA	Dinophyceae
seq9082	Arthropoda	Hexanauplia
seq9083	NA	Dinophyceae
seq9084	Cercozoa	Thecofilosea
seq909	Nematoda	Chromadorea
seq9092	NA	Bigyra
seq90964	NA	Centroplasthelida
seq9099	NA	Dinophyceae
seq90996	Nematoda	Enoplea
seq91	Ctenophora	Tentaculata
seq91009	Platyhelminthes	Rhabditophora
seq9102	Ciliophora	Oligohymenophorea
seq91072	NA	Dictyochophyceae
seq91077	Nematoda	Chromadorea
seq9108	Ciliophora	Odontostomatea
seq9114	Endomyxa	Ascetosporea
seq9117	Endomyxa	Phytomyxea
seq91181	NA	Dinophyceae
seq91217	Nematoda	Chromadorea
seq9122	Cercozoa	Imbricatea
seq91229	NA	Dinophyceae
seq913	Nematoda	Enoplea
seq9135	Chlorophyta	Chlorodendrophyceae
seq91442	NA	Dinophyceae
seq9148	NA	Centroplasthelida
seq915	Arthropoda	Thecostraca
seq91510	NA	Dinophyceae
seq9154	Ciliophora	Oligohymenophorea
seq9158	Platyhelminthes	Rhabditophora
seq9160	Ciliophora	Spirotrichea
seq91600	NA	Synurophyceae
seq9162	Ciliophora	Spirotrichea
seq9163	Ciliophora	Spirotrichea
seq91648	Ciliophora	Spirotrichea
seq91663	Arthropoda	Branchiopoda
seq9172	NA	Dinophyceae
seq91722	NA	Chrysophyceae
seq9180	Bacillariophyta	Mediophyceae
seq91824	Basidiomycota	Agaricostilbomycetes
seq91903	NA	Dinophyceae
seq9192	Bryozoa	Gymnolaemata
seq9194	Cercozoa	Thecofilosea
seq91979	Nematoda	Chromadorea
seq92	Annelida	Polychaeta
seq9204	NA	Centroplasthelida
seq9207	Platyhelminthes	Rhabditophora
seq92149	Ciliophora	Prostomatea
seq9216	Ciliophora	Litostomatea
seq9217	Cercozoa	Imbricatea
seq92172	NA	Dinophyceae
seq9222	Mollusca	Gastropoda
seq9223	Chordata	Thaliacea
seq92239	Bacillariophyta	Bacillariophyceae
seq92254	NA	Bigyra
seq9227	NA	Dinophyceae
seq9228	Ciliophora	Spirotrichea
seq92375	Bacillariophyta	Bacillariophyceae
seq9239	Ciliophora	Prostomatea
seq924	Arthropoda	Hexanauplia
seq92417	NA	Centroplasthelida
seq92432	Ciliophora	Litostomatea
seq92434	Nematoda	Chromadorea
seq9248	Ciliophora	Litostomatea
seq9252	Annelida	Polychaeta
seq9255	Arthropoda	Ostracoda
seq9258	Ciliophora	Spirotrichea
seq9259	Ciliophora	Karyorelictea
seq92592	Ciliophora	Prostomatea
seq926	Platyhelminthes	Rhabditophora
seq9261	NA	Bigyra
seq9268	Rhodophyta	Florideophyceae
seq927	Arthropoda	Hexanauplia
seq9272	Ciliophora	Prostomatea
seq92757	Mollusca	Bivalvia
seq9278	Nematoda	Chromadorea
seq9279	Arthropoda	Hexanauplia
seq9280	Platyhelminthes	Rhabditophora
seq9283	Rotifera	Eurotatoria
seq9284	Bacillariophyta	Bacillariophyceae
seq9287	NA	Dictyochophyceae
seq92913	Arthropoda	Arachnida
seq9294	Arthropoda	Ostracoda
seq9295	Bacillariophyta	Bacillariophyceae
seq92962	Ciliophora	Oligohymenophorea
seq92983	NA	Dinophyceae
seq93	NA	Dinophyceae
seq930	NA	Dinophyceae
seq9301	Ciliophora	Oligohymenophorea
seq9303	Apicomplexa	Conoidasida
seq9308	NA	Dinophyceae
seq93124	Arthropoda	Hexanauplia
seq932	Nematoda	Enoplea
seq93202	Apicomplexa	Conoidasida
seq933	Mollusca	Gastropoda
seq93339	Ciliophora	Spirotrichea
seq9334	Arthropoda	Hexanauplia
seq93391	NA	Bigyra
seq9340	NA	Dinophyceae
seq93400	Platyhelminthes	Rhabditophora
seq9343	Ciliophora	Odontostomatea
seq9344	NA	Cryptophyceae
seq935	Bacillariophyta	Coscinodiscophyceae
seq9352	NA	Bigyra
seq9354	Ciliophora	Litostomatea
seq93544	Ciliophora	Litostomatea
seq9362	NA	Dictyochophyceae
seq93653	NA	Bigyra
seq93674	Porifera	Calcarea
seq93699	NA	Choanoflagellata
seq9376	Ciliophora	Litostomatea
seq9380	Bacillariophyta	Bacillariophyceae
seq93817	Nematoda	Enoplea
seq9382	NA	Cryptophyceae
seq9384	Platyhelminthes	Rhabditophora
seq939	Arthropoda	Hexanauplia
seq9393	Ciliophora	Spirotrichea
seq9395	NA	Centroplasthelida
seq93963	Bacillariophyta	Bacillariophyceae
seq9397	Annelida	Polychaeta
seq9398	Ciliophora	Litostomatea
seq94	NA	Dinophyceae
seq940	Annelida	Polychaeta
seq9404	NA	Dinophyceae
seq9405	Nemertea	Pilidiophora
seq94062	Cercozoa	Thecofilosea
seq9413	Nematoda	Chromadorea
seq9416	NA	Centroplasthelida
seq94189	Mollusca	Bivalvia
seq94206	Arthropoda	Hexanauplia
seq9421	NA	Bigyra
seq9422	Chytridiomycota	Chytridiomycetes
seq9427	Bacillariophyta	Bacillariophyceae
seq9428	Ciliophora	Oligohymenophorea
seq9429	Ciliophora	Litostomatea
seq943	Ciliophora	Spirotrichea
seq94322	NA	Dinophyceae
seq9442	NA	Dinophyceae
seq94423	Ciliophora	Litostomatea
seq9444	Ciliophora	Oligohymenophorea
seq94442	NA	Dinophyceae
seq9445	NA	Breviatea
seq9446	Ciliophora	Litostomatea
seq94461	NA	Dinophyceae
seq9454	Ciliophora	Oligohymenophorea
seq9455	Nematoda	Chromadorea
seq9459	Annelida	Polychaeta
seq94595	NA	Bigyra
seq946	Bacillariophyta	Coscinodiscophyceae
seq9460	Bacillariophyta	Coscinodiscophyceae
seq94601	Chytridiomycota	Chytridiomycetes
seq94603	Chytridiomycota	Chytridiomycetes
seq94629	Platyhelminthes	Rhabditophora
seq9463	Ciliophora	Oligohymenophorea
seq94630	Discosea	Flabellinia
seq94631	Ascomycota	Sordariomycetes
seq9464	Nematoda	Chromadorea
seq9465	Ciliophora	Spirotrichea
seq94688	Cercozoa	Imbricatea
seq9473	NA	Cryptophyceae
seq9476	Platyhelminthes	Trematoda
seq9478	Platyhelminthes	Rhabditophora
seq9479	Ciliophora	Oligohymenophorea
seq9480	NA	Bigyra
seq949	Ciliophora	Prostomatea
seq9490	NA	Bigyra
seq9491	Chytridiomycota	Chytridiomycetes
seq9496	Ciliophora	Oligohymenophorea
seq94980	Cercozoa	Thecofilosea
seq95	Bacillariophyta	Fragilariophyceae
seq9501	Ciliophora	Oligohymenophorea
seq95048	Bacillariophyta	Bacillariophyceae
seq95079	NA	Bigyra
seq95080	Ciliophora	Karyorelictea
seq9510	Cercozoa	Imbricatea
seq9514	Endomyxa	Phytomyxea
seq9518	NA	Dinophyceae
seq95279	NA	Dinophyceae
seq9529	Ciliophora	Litostomatea
seq95308	Basidiomycota	Agaricostilbomycetes
seq9531	Arthropoda	Hexanauplia
seq95332	Ciliophora	Litostomatea
seq9539	Rhodophyta	Florideophyceae
seq954	Platyhelminthes	Rhabditophora
seq9545	Ciliophora	Litostomatea
seq95453	Endomyxa	Phytomyxea
seq9549	NA	Dinophyceae
seq9550	Platyhelminthes	Rhabditophora
seq95514	Ciliophora	Oligohymenophorea
seq9552	NA	Dinophyceae
seq9553	Arthropoda	Hexanauplia
seq9557	NA	Dinophyceae
seq956	Rhodophyta	Rhodellophyceae
seq9560	NA	Cryptophyceae
seq9561	Platyhelminthes	Trematoda
seq9564	Ciliophora	Litostomatea
seq95707	Nematoda	Chromadorea
seq9575	Ciliophora	Litostomatea
seq95758	Rhodophyta	Bangiophyceae
seq95766	Ascomycota	Dothideomycetes
seq9577	Ciliophora	Spirotrichea
seq95787	NA	Ichthyosporea
seq958	Ciliophora	Spirotrichea
seq9580	NA	Raphidophyceae
seq9581	Cercozoa	Thecofilosea
seq95828	Mollusca	Gastropoda
seq9584	Ciliophora	Litostomatea
seq9586	Annelida	Polychaeta
seq9587	NA	Raphidophyceae
seq95879	Ciliophora	Oligohymenophorea
seq9589	NA	Dinophyceae
seq959	NA	Dinophyceae
seq9590	NA	Hyphochytriomycetes
seq9592	Platyhelminthes	Rhabditophora
seq9593	Ciliophora	Spirotrichea
seq9594	NA	Dinophyceae
seq9599	Arthropoda	Hexanauplia
seq95997	NA	Bigyra
seq96	Ctenophora	Tentaculata
seq960	Arthropoda	Hexanauplia
seq9602	NA	Hyphochytriomycetes
seq96047	NA	Aphelidea
seq96049	NA	Dinophyceae
seq96052	NA	Dinophyceae
seq9606	Bacillariophyta	Bacillariophyceae
seq96073	Ascomycota	Laboulbeniomycetes
seq961	Mollusca	Bivalvia
seq96141	Chlorophyta	Chloropicophyceae
seq96158	NA	Cryptophyceae
seq962	Nematoda	Chromadorea
seq9622	Ciliophora	Spirotrichea
seq9628	NA	Breviatea
seq9629	Bacillariophyta	Bacillariophyceae
seq963	NA	Bolidophyceae
seq96320	Nematoda	Chromadorea
seq9635	NA	Dinophyceae
seq96358	Platyhelminthes	Rhabditophora
seq9636	Cercozoa	Thecofilosea
seq96361	Mollusca	Bivalvia
seq964	Nematoda	Chromadorea
seq9642	NA	Dinophyceae
seq9643	Ciliophora	Litostomatea
seq9644	Nematoda	Enoplea
seq9645	Cercozoa	Thecofilosea
seq96481	NA	Dinophyceae
seq96527	Tubulinea	Elardia
seq9653	Rotifera	Eurotatoria
seq9657	Chytridiomycota	Chytridiomycetes
seq9660	NA	Bigyra
seq9663	Ciliophora	Oligohymenophorea
seq96663	Bacillariophyta	Bacillariophyceae
seq96666	Tubulinea	Elardia
seq96674	Arthropoda	Hexanauplia
seq967	Annelida	Polychaeta
seq96738	Ciliophora	Litostomatea
seq968	Ciliophora	Prostomatea
seq9680	Ciliophora	Oligohymenophorea
